incident_id,opened_at,customer,environment,service,severity,criticality,recent_alerts_1h,error_rate_15m,cpu_p95_30m,failed_signins_30m,sql_dtu_max_30m,vm_heartbeat_gap_min,deployment_within_2h,keyvault_denials_30m,sla_breached
INC-00190,2026-04-18T07:14:00.551635+00:00,fabrikam-clinic,prod,appservice,Sev3,high,1,0.0566,75.22,14,0.0,0,0,8,0
INC-00191,2026-03-16T06:50:00.551644+00:00,northwind-campus,prod,appservice,Sev2,medium,6,0.0539,27.84,7,0.0,0,0,10,0
INC-00192,2026-05-22T15:42:00.551653+00:00,fabrikam-clinic,prod,appservice,Sev3,high,16,0.0022,82.32,7,0.0,0,0,6,1
INC-00193,2026-04-13T09:59:00.551662+00:00,contoso-retail,prod,sql,Sev4,high,16,0.1213,69.52,8,91.14,0,0,0,1
INC-00194,2026-04-05T08:22:00.551670+00:00,fabrikam-clinic,prod,sql,Sev2,high,3,0.0484,39.92,6,38.26,0,0,0,1
INC-00195,2026-03-20T00:02:00.551678+00:00,northwind-campus,stage,identity,Sev3,medium,4,0.0388,89.38,60,0.0,0,0,10,0
INC-00196,2026-05-14T20:30:00.551689+00:00,fabrikam-clinic,prod,vm,Sev3,high,18,0.0352,65.0,7,0.0,10,0,0,1
INC-00197,2026-05-26T07:26:00.551697+00:00,contoso-retail,dev,identity,Sev1,high,0,0.0515,65.76,44,0.0,0,0,15,1
INC-00198,2026-03-27T01:43:00.551706+00:00,northwind-campus,dev,identity,Sev2,medium,10,0.0198,58.61,60,0.0,0,0,2,1
INC-00199,2026-03-06T11:14:00.551714+00:00,fabrikam-clinic,stage,appservice,Sev3,high,2,0.142,56.14,10,0.0,0,1,10,0
INC-00200,2026-03-25T03:25:00.551724+00:00,northwind-campus,prod,storage,Sev3,medium,2,0.068,83.34,0,0.0,0,0,0,0
INC-00201,2026-04-09T19:14:00.551733+00:00,fabrikam-clinic,prod,appservice,Sev1,high,4,0.1235,51.55,1,0.0,0,0,6,0
INC-00202,2026-03-11T11:00:00.551741+00:00,fabrikam-clinic,stage,identity,Sev3,high,20,0.0256,46.54,15,0.0,0,0,8,1
INC-00203,2026-05-10T19:10:00.551749+00:00,contoso-retail,prod,appservice,Sev3,high,17,0.0619,71.63,0,0.0,0,1,3,0
INC-00204,2026-03-27T00:00:00.551757+00:00,fabrikam-clinic,dev,appservice,Sev3,high,5,0.0248,40.84,1,0.0,0,0,1,0
INC-00205,2026-04-26T15:27:00.551765+00:00,contoso-retail,prod,vm,Sev2,high,16,0.047,81.92,16,0.0,37,0,0,1
INC-00206,2026-03-31T13:29:00.551774+00:00,northwind-campus,prod,vm,Sev3,medium,1,0.056,38.09,0,0.0,13,0,0,0
INC-00207,2026-03-22T07:02:00.551782+00:00,northwind-campus,prod,vm,Sev2,medium,23,0.0103,55.79,12,0.0,49,0,0,1
INC-00208,2026-03-08T11:35:00.551791+00:00,contoso-retail,prod,appservice,Sev3,high,8,0.0827,45.1,16,0.0,0,0,13,0
INC-00209,2026-03-24T10:43:00.551799+00:00,contoso-retail,dev,vm,Sev3,high,23,0.0362,77.53,1,0.0,30,0,0,0
INC-00210,2026-04-13T21:11:00.551807+00:00,contoso-retail,prod,vm,Sev1,high,20,0.0421,53.69,8,0.0,38,0,0,1
INC-00211,2026-05-04T17:28:00.551815+00:00,northwind-campus,prod,vm,Sev4,medium,14,0.0539,71.01,4,0.0,38,0,0,1
INC-00212,2026-05-30T00:43:00.551823+00:00,contoso-retail,dev,vm,Sev2,high,17,0.033,63.14,16,0.0,31,0,0,1
INC-00213,2026-03-11T09:26:00.551832+00:00,fabrikam-clinic,dev,appservice,Sev3,high,7,0.0818,62.33,8,0.0,0,1,13,0
INC-00214,2026-03-12T01:52:00.551840+00:00,northwind-campus,dev,sql,Sev4,medium,10,0.0306,44.27,4,26.6,0,0,0,0
INC-00215,2026-05-05T09:10:00.551849+00:00,fabrikam-clinic,prod,identity,Sev4,high,21,0.0268,60.99,43,0.0,0,0,4,1
INC-00216,2026-04-11T19:02:00.551857+00:00,fabrikam-clinic,prod,appservice,Sev3,high,23,0.0567,62.92,15,0.0,0,0,13,1
INC-00217,2026-05-07T17:51:00.551866+00:00,contoso-retail,prod,sql,Sev4,high,8,0.0981,83.95,1,47.51,0,0,0,0
INC-00218,2026-04-04T07:12:00.551875+00:00,northwind-campus,prod,appservice,Sev4,medium,10,0.0346,50.28,12,0.0,0,0,14,0
INC-00219,2026-06-01T20:56:00.551883+00:00,contoso-retail,dev,storage,Sev1,high,5,0.0175,46.8,0,0.0,0,0,0,0
INC-00220,2026-05-19T14:09:00.551891+00:00,fabrikam-clinic,prod,appservice,Sev3,high,21,0.0269,81.87,8,0.0,0,0,14,1
INC-00221,2026-04-16T12:15:00.551900+00:00,contoso-retail,prod,appservice,Sev3,high,19,0.0065,69.65,10,0.0,0,0,0,0
INC-00222,2026-04-19T05:55:00.551908+00:00,contoso-retail,stage,storage,Sev3,high,13,0.062,36.9,8,0.0,0,0,0,0
INC-00223,2026-03-06T13:02:00.551916+00:00,northwind-campus,dev,appservice,Sev2,medium,2,0.0046,49.19,5,0.0,0,0,4,1
INC-00224,2026-05-30T13:39:00.551924+00:00,contoso-retail,prod,sql,Sev2,high,7,0.0314,65.59,10,64.12,0,0,0,1
INC-00225,2026-03-22T01:29:00.551932+00:00,contoso-retail,stage,vm,Sev3,high,11,0.1482,27.97,8,0.0,37,0,0,1
INC-00226,2026-03-20T09:33:00.551941+00:00,fabrikam-clinic,prod,identity,Sev3,high,16,0.0226,39.62,10,0.0,0,0,15,1
INC-00227,2026-04-12T12:15:00.551949+00:00,northwind-campus,prod,sql,Sev2,medium,6,0.0051,63.59,5,59.15,0,0,0,0
INC-00228,2026-04-19T09:44:00.551957+00:00,fabrikam-clinic,stage,appservice,Sev1,high,16,0.1107,54.72,4,0.0,0,0,13,1
INC-00229,2026-04-21T23:52:00.551965+00:00,contoso-retail,prod,storage,Sev3,high,3,0.0172,62.05,7,0.0,0,0,0,0
INC-00230,2026-03-11T23:54:00.551974+00:00,contoso-retail,prod,appservice,Sev3,high,9,0.0464,40.4,0,0.0,0,0,6,0
INC-00231,2026-04-10T23:22:00.551982+00:00,fabrikam-clinic,prod,vm,Sev4,high,6,0.0236,56.72,6,0.0,1,0,0,0
INC-00232,2026-05-14T08:34:00.551990+00:00,fabrikam-clinic,prod,vm,Sev3,high,12,0.0651,48.32,18,0.0,34,0,0,1
INC-00233,2026-05-09T06:37:00.551999+00:00,contoso-retail,dev,identity,Sev2,high,21,0.0091,75.76,34,0.0,0,0,12,1
INC-00234,2026-03-13T04:22:00.552007+00:00,contoso-retail,prod,sql,Sev3,high,0,0.0375,61.4,5,33.38,0,0,0,1
INC-00235,2026-04-17T02:45:00.552016+00:00,contoso-retail,prod,appservice,Sev2,high,6,0.0282,57.5,13,0.0,0,0,0,0
INC-00236,2026-04-20T08:31:00.552025+00:00,fabrikam-clinic,prod,appservice,Sev1,high,20,0.0235,68.04,2,0.0,0,0,1,1
INC-00237,2026-05-13T13:36:00.552033+00:00,northwind-campus,prod,vm,Sev1,medium,11,0.1185,56.16,6,0.0,44,0,0,1
INC-00238,2026-03-28T19:27:00.552042+00:00,northwind-campus,stage,identity,Sev3,medium,11,0.1149,36.59,0,0.0,0,0,13,0
INC-00239,2026-03-05T13:51:00.552050+00:00,northwind-campus,dev,vm,Sev4,medium,19,0.0261,39.74,15,0.0,10,0,0,0
INC-00240,2026-05-01T11:27:00.552060+00:00,northwind-campus,prod,identity,Sev2,medium,6,0.0754,76.76,73,0.0,0,0,11,1
INC-00241,2026-04-01T23:16:00.552068+00:00,fabrikam-clinic,prod,vm,Sev4,high,4,0.025,56.43,4,0.0,22,0,0,1
INC-00242,2026-03-18T04:09:00.552077+00:00,northwind-campus,prod,appservice,Sev2,medium,5,0.1668,75.12,16,0.0,0,0,4,0
INC-00243,2026-04-13T11:07:00.552085+00:00,contoso-retail,prod,sql,Sev3,high,15,0.0726,65.97,1,76.77,0,0,0,0
INC-00244,2026-05-14T15:23:00.552093+00:00,fabrikam-clinic,prod,vm,Sev2,high,13,0.024,24.29,16,0.0,1,0,0,1
INC-00245,2026-05-27T07:09:00.552101+00:00,fabrikam-clinic,prod,identity,Sev2,high,0,0.0333,92.32,36,0.0,0,0,12,1
INC-00246,2026-03-07T16:11:00.552109+00:00,contoso-retail,prod,appservice,Sev3,high,14,0.0084,53.37,7,0.0,0,0,8,1
INC-00247,2026-06-02T07:40:00.552117+00:00,contoso-retail,prod,vm,Sev3,high,1,0.0096,64.86,8,0.0,28,0,0,0
INC-00248,2026-03-12T09:50:00.552126+00:00,northwind-campus,prod,appservice,Sev1,medium,0,0.1204,57.27,17,0.0,0,0,10,0
INC-00249,2026-05-05T17:51:00.552134+00:00,northwind-campus,dev,appservice,Sev2,medium,21,0.0133,32.65,2,0.0,0,1,9,0
INC-00250,2026-03-14T07:13:00.552143+00:00,fabrikam-clinic,prod,sql,Sev4,high,3,0.0958,46.88,16,82.13,0,0,0,1
INC-00251,2026-03-08T05:59:00.552151+00:00,contoso-retail,stage,storage,Sev1,high,6,0.0302,30.39,16,0.0,0,0,0,1
INC-00252,2026-05-16T01:24:00.552159+00:00,fabrikam-clinic,prod,sql,Sev3,high,10,0.085,31.93,4,54.94,0,0,0,0
INC-00253,2026-04-23T21:42:00.552168+00:00,fabrikam-clinic,prod,vm,Sev4,high,8,0.0796,82.79,16,0.0,15,0,0,0
INC-00254,2026-03-15T03:18:00.552176+00:00,fabrikam-clinic,stage,sql,Sev4,high,23,0.0642,48.34,17,16.58,0,0,0,0
INC-00255,2026-05-16T19:47:00.552184+00:00,northwind-campus,prod,identity,Sev3,medium,15,0.1138,80.76,29,0.0,0,0,13,0
INC-00256,2026-03-18T10:25:00.552192+00:00,fabrikam-clinic,prod,vm,Sev2,high,13,0.0119,33.12,5,0.0,31,0,0,1
INC-00257,2026-03-08T09:04:00.552201+00:00,northwind-campus,prod,vm,Sev3,medium,6,0.2011,59.9,3,0.0,32,0,0,1
INC-00258,2026-03-11T00:16:00.552210+00:00,contoso-retail,prod,sql,Sev2,high,17,0.046,55.49,1,66.51,0,0,0,0
INC-00259,2026-04-04T08:15:00.552220+00:00,northwind-campus,prod,sql,Sev3,medium,20,0.0595,36.83,10,75.09,0,0,0,0
INC-00260,2026-05-16T19:09:00.552229+00:00,contoso-retail,prod,appservice,Sev2,high,19,0.0119,45.94,18,0.0,0,0,9,0
INC-00261,2026-05-22T12:50:00.552238+00:00,contoso-retail,prod,vm,Sev2,high,22,0.0464,65.64,14,0.0,38,0,0,0
INC-00262,2026-04-22T05:46:00.552246+00:00,contoso-retail,prod,vm,Sev2,high,6,0.0657,77.73,16,0.0,0,0,0,1
INC-00263,2026-05-16T18:59:00.552254+00:00,contoso-retail,prod,storage,Sev3,high,23,0.0102,41.77,7,0.0,0,0,0,0
INC-00264,2026-04-06T05:03:00.552262+00:00,northwind-campus,prod,identity,Sev4,medium,18,0.0622,31.88,16,0.0,0,0,0,1
INC-00265,2026-05-30T20:42:00.552271+00:00,northwind-campus,prod,vm,Sev3,medium,15,0.0246,68.73,2,0.0,26,0,0,0
INC-00266,2026-05-07T13:08:00.552279+00:00,contoso-retail,prod,sql,Sev4,high,11,0.1014,55.37,10,27.54,0,0,0,1
INC-00267,2026-05-10T22:12:00.552289+00:00,fabrikam-clinic,prod,identity,Sev2,high,5,0.0182,63.25,39,0.0,0,0,3,0
INC-00268,2026-03-27T07:54:00.552297+00:00,northwind-campus,prod,vm,Sev2,medium,19,0.0178,81.94,13,0.0,9,0,0,0
INC-00269,2026-05-17T10:14:00.552306+00:00,contoso-retail,dev,appservice,Sev2,high,17,0.1357,40.84,6,0.0,0,0,10,1
INC-00270,2026-03-08T14:19:00.552315+00:00,contoso-retail,stage,sql,Sev1,high,1,0.0036,72.69,8,41.62,0,0,0,0
INC-00271,2026-05-02T15:54:00.552323+00:00,fabrikam-clinic,prod,appservice,Sev4,high,6,0.017,20.77,12,0.0,0,0,13,0
INC-00272,2026-03-28T07:33:00.552331+00:00,fabrikam-clinic,dev,vm,Sev2,high,9,0.2152,37.4,4,0.0,40,0,0,1
INC-00273,2026-04-12T16:57:00.552339+00:00,contoso-retail,stage,identity,Sev3,high,3,0.1131,37.04,32,0.0,0,0,3,1
INC-00274,2026-05-10T16:13:00.552348+00:00,contoso-retail,prod,sql,Sev4,high,10,0.1148,88.23,18,53.35,0,0,0,1
INC-00275,2026-05-06T21:40:00.552356+00:00,northwind-campus,prod,vm,Sev1,medium,20,0.003,37.54,5,0.0,45,0,0,1
INC-00276,2026-05-28T00:20:00.552365+00:00,fabrikam-clinic,prod,sql,Sev4,high,8,0.0694,66.76,11,55.35,0,0,0,0
INC-00277,2026-04-21T14:29:00.552373+00:00,fabrikam-clinic,dev,vm,Sev3,high,20,0.0653,62.27,16,0.0,1,0,0,1
INC-00278,2026-05-24T06:32:00.552381+00:00,contoso-retail,dev,vm,Sev2,high,6,0.0515,63.99,14,0.0,18,0,0,1
INC-00279,2026-04-11T23:48:00.552390+00:00,northwind-campus,prod,appservice,Sev2,medium,12,0.0296,71.5,15,0.0,0,0,3,1
INC-00280,2026-05-22T13:41:00.552400+00:00,northwind-campus,prod,appservice,Sev3,medium,15,0.033,55.83,6,0.0,0,0,8,0
INC-00281,2026-04-03T02:27:00.552408+00:00,northwind-campus,prod,appservice,Sev2,medium,3,0.0375,55.87,12,0.0,0,1,7,0
INC-00282,2026-04-06T13:00:00.552418+00:00,fabrikam-clinic,prod,sql,Sev3,high,24,0.1186,40.47,14,49.73,0,0,0,1
INC-00283,2026-03-22T02:01:00.552426+00:00,fabrikam-clinic,prod,vm,Sev3,high,22,0.0615,78.42,16,0.0,50,0,0,1
INC-00284,2026-04-22T14:06:00.552434+00:00,contoso-retail,stage,vm,Sev3,high,5,0.0405,76.28,4,0.0,50,0,0,0
INC-00285,2026-05-31T12:18:00.552443+00:00,fabrikam-clinic,prod,sql,Sev2,high,21,0.0528,90.31,11,59.22,0,0,0,1
INC-00286,2026-04-05T15:44:00.552451+00:00,northwind-campus,stage,vm,Sev3,medium,3,0.0866,32.37,13,0.0,29,0,0,1
INC-00287,2026-04-05T17:09:00.552460+00:00,contoso-retail,prod,appservice,Sev2,high,14,0.1676,20.74,0,0.0,0,0,1,1
INC-00288,2026-04-01T13:43:00.552468+00:00,fabrikam-clinic,prod,sql,Sev1,high,3,0.081,51.5,17,37.79,0,0,0,1
INC-00289,2026-04-15T05:05:00.552476+00:00,northwind-campus,prod,appservice,Sev4,medium,10,0.0779,85.32,15,0.0,0,1,5,0
INC-00290,2026-03-13T22:18:00.552485+00:00,fabrikam-clinic,prod,sql,Sev2,high,23,0.016,67.19,5,74.29,0,0,0,1
INC-00291,2026-04-28T16:15:00.552493+00:00,northwind-campus,prod,appservice,Sev4,medium,2,0.0112,64.24,15,0.0,0,0,1,0
INC-00292,2026-03-25T00:18:00.552501+00:00,fabrikam-clinic,prod,sql,Sev4,high,14,0.0673,55.59,2,39.02,0,0,0,0
INC-00293,2026-05-03T05:56:00.552509+00:00,contoso-retail,stage,appservice,Sev4,high,23,0.017,32.04,3,0.0,0,1,3,0
INC-00294,2026-03-31T09:56:00.552518+00:00,fabrikam-clinic,prod,sql,Sev2,high,8,0.0157,63.42,13,64.97,0,0,0,1
INC-00295,2026-03-28T13:59:00.552526+00:00,contoso-retail,prod,sql,Sev2,high,17,0.0453,79.58,17,28.18,0,0,0,1
INC-00296,2026-05-09T17:40:00.552536+00:00,northwind-campus,prod,sql,Sev3,medium,9,0.1247,60.71,14,27.85,0,0,0,0
INC-00297,2026-03-26T23:47:00.552544+00:00,contoso-retail,stage,appservice,Sev1,high,19,0.0072,32.74,9,0.0,0,0,9,1
INC-00298,2026-04-09T07:57:00.552553+00:00,contoso-retail,prod,vm,Sev1,high,15,0.0688,51.73,5,0.0,47,0,0,1
INC-00299,2026-04-24T16:29:00.552561+00:00,northwind-campus,prod,sql,Sev4,medium,24,0.0192,35.77,7,54.87,0,0,0,0
INC-00300,2026-04-11T13:19:00.552570+00:00,northwind-campus,prod,sql,Sev2,medium,15,0.0238,57.3,14,65.47,0,0,0,0
INC-00301,2026-04-11T10:16:00.552578+00:00,contoso-retail,stage,vm,Sev3,high,18,0.0141,67.18,16,0.0,23,0,0,0
INC-00302,2026-03-10T22:52:00.552586+00:00,northwind-campus,prod,storage,Sev3,medium,5,0.0238,39.73,14,0.0,0,0,0,0
INC-00303,2026-05-21T18:59:00.552594+00:00,fabrikam-clinic,prod,appservice,Sev3,high,14,0.0198,90.85,6,0.0,0,1,5,0
INC-00304,2026-03-09T20:11:00.552602+00:00,contoso-retail,prod,storage,Sev2,high,12,0.0186,90.64,12,0.0,0,0,0,0
INC-00305,2026-05-15T13:27:00.552610+00:00,northwind-campus,prod,sql,Sev2,medium,9,0.0944,94.89,17,43.09,0,0,0,1
INC-00306,2026-05-27T04:28:00.552619+00:00,fabrikam-clinic,dev,identity,Sev4,high,7,0.0442,27.2,30,0.0,0,0,15,0
INC-00307,2026-04-07T00:11:00.552628+00:00,northwind-campus,prod,vm,Sev4,medium,9,0.0853,58.68,5,0.0,34,0,0,0
INC-00308,2026-03-07T11:48:00.552636+00:00,fabrikam-clinic,prod,vm,Sev3,high,9,0.0815,55.73,14,0.0,13,0,0,0
INC-00309,2026-05-08T23:03:00.552644+00:00,contoso-retail,prod,vm,Sev2,high,21,0.0031,37.41,10,0.0,12,0,0,1
INC-00310,2026-04-18T10:11:00.552653+00:00,contoso-retail,stage,sql,Sev3,high,4,0.0659,39.25,10,28.4,0,0,0,0
INC-00311,2026-03-10T21:55:00.552662+00:00,northwind-campus,prod,sql,Sev2,medium,3,0.0158,37.84,7,48.83,0,0,0,0
INC-00312,2026-05-04T18:45:00.552670+00:00,northwind-campus,prod,appservice,Sev2,medium,3,0.1646,24.91,2,0.0,0,0,15,0
INC-00313,2026-05-11T03:04:00.552678+00:00,fabrikam-clinic,prod,appservice,Sev4,high,8,0.008,91.57,3,0.0,0,0,10,0
INC-00314,2026-05-05T12:29:00.552687+00:00,northwind-campus,prod,appservice,Sev2,medium,20,0.065,40.76,10,0.0,0,0,12,1
INC-00315,2026-05-21T23:31:00.552695+00:00,northwind-campus,prod,appservice,Sev3,medium,23,0.0859,60.91,11,0.0,0,1,9,1
INC-00316,2026-04-13T13:25:00.552703+00:00,contoso-retail,stage,appservice,Sev2,high,4,0.0854,73.05,7,0.0,0,0,0,0
INC-00317,2026-05-16T18:38:00.552712+00:00,northwind-campus,prod,sql,Sev2,medium,6,0.0005,61.23,17,46.74,0,0,0,1
INC-00318,2026-06-01T16:22:00.552720+00:00,fabrikam-clinic,dev,appservice,Sev2,high,7,0.1038,55.54,4,0.0,0,0,8,1
INC-00319,2026-05-25T15:56:00.552729+00:00,contoso-retail,stage,vm,Sev2,high,15,0.0414,80.72,16,0.0,23,0,0,1
INC-00320,2026-06-01T20:35:00.552738+00:00,contoso-retail,dev,appservice,Sev3,high,6,0.0694,49.05,18,0.0,0,1,9,0
INC-00321,2026-05-17T01:12:00.552747+00:00,fabrikam-clinic,prod,sql,Sev3,high,22,0.0605,35.69,9,25.16,0,0,0,1
INC-00322,2026-05-06T00:59:00.552756+00:00,contoso-retail,prod,vm,Sev2,high,12,0.1214,84.61,0,0.0,39,0,0,1
INC-00323,2026-04-24T08:47:00.552764+00:00,northwind-campus,prod,identity,Sev3,medium,10,0.0048,32.37,36,0.0,0,0,6,0
INC-00324,2026-04-07T01:52:00.552773+00:00,northwind-campus,prod,identity,Sev2,medium,15,0.0364,84.93,18,0.0,0,0,6,1
INC-00325,2026-03-24T21:22:00.552781+00:00,contoso-retail,stage,vm,Sev4,high,16,0.0795,33.87,11,0.0,43,0,0,1
INC-00326,2026-03-12T13:10:00.552789+00:00,northwind-campus,prod,identity,Sev2,medium,24,0.0619,50.99,70,0.0,0,0,14,1
INC-00327,2026-03-25T15:04:00.552797+00:00,fabrikam-clinic,dev,identity,Sev4,high,13,0.1362,59.9,46,0.0,0,0,9,0
INC-00328,2026-05-27T23:09:00.552805+00:00,fabrikam-clinic,prod,vm,Sev3,high,12,0.0216,82.78,2,0.0,47,0,0,1
INC-00329,2026-06-03T07:30:00.552813+00:00,fabrikam-clinic,prod,sql,Sev4,high,1,0.0009,47.35,8,57.21,0,0,0,0
INC-00330,2026-04-16T13:06:00.552822+00:00,contoso-retail,dev,appservice,Sev3,high,19,0.0428,55.99,12,0.0,0,1,11,1
INC-00331,2026-04-25T10:27:00.552830+00:00,contoso-retail,prod,appservice,Sev4,high,8,0.0061,41.65,13,0.0,0,0,15,0
INC-00332,2026-05-26T21:55:00.552838+00:00,fabrikam-clinic,prod,sql,Sev3,high,11,0.0024,71.43,11,57.74,0,0,0,1
INC-00333,2026-04-19T22:54:00.552846+00:00,northwind-campus,prod,identity,Sev1,medium,11,0.094,62.84,8,0.0,0,0,9,0
INC-00334,2026-03-23T05:19:00.552855+00:00,contoso-retail,dev,sql,Sev4,high,21,0.0522,78.62,5,23.14,0,0,0,1
INC-00335,2026-04-03T14:44:00.552863+00:00,contoso-retail,prod,appservice,Sev2,high,13,0.0138,58.9,7,0.0,0,0,11,1
INC-00336,2026-04-13T09:46:00.552871+00:00,northwind-campus,prod,appservice,Sev2,medium,15,0.0337,28.14,15,0.0,0,0,7,1
INC-00337,2026-05-29T19:32:00.552880+00:00,fabrikam-clinic,prod,identity,Sev2,high,17,0.0107,70.29,53,0.0,0,0,15,1
INC-00338,2026-03-15T20:26:00.552888+00:00,contoso-retail,prod,vm,Sev3,high,23,0.0273,57.42,9,0.0,49,0,0,1
INC-00339,2026-05-15T10:14:00.552896+00:00,northwind-campus,prod,appservice,Sev3,medium,19,0.0212,34.94,13,0.0,0,0,5,0
INC-00340,2026-05-27T05:41:00.552904+00:00,fabrikam-clinic,prod,vm,Sev2,high,21,0.0604,20.62,18,0.0,35,0,0,1
INC-00341,2026-03-08T19:51:00.552913+00:00,northwind-campus,prod,storage,Sev1,medium,19,0.0134,84.69,12,0.0,0,0,0,1
INC-00342,2026-05-25T11:30:00.552921+00:00,northwind-campus,prod,identity,Sev2,medium,23,0.0666,41.23,37,0.0,0,0,1,0
INC-00343,2026-03-23T21:13:00.552929+00:00,fabrikam-clinic,prod,vm,Sev2,high,11,0.0312,46.46,7,0.0,25,0,0,1
INC-00344,2026-05-25T01:10:00.552938+00:00,northwind-campus,prod,appservice,Sev3,medium,4,0.0072,62.22,11,0.0,0,0,12,1
INC-00345,2026-03-21T00:38:00.552946+00:00,northwind-campus,prod,appservice,Sev4,medium,10,0.1341,21.71,7,0.0,0,0,7,1
INC-00346,2026-04-12T18:04:00.552955+00:00,northwind-campus,prod,sql,Sev4,medium,6,0.0144,44.05,13,49.48,0,0,0,0
INC-00347,2026-03-15T04:06:00.552963+00:00,fabrikam-clinic,prod,identity,Sev3,high,13,0.0425,40.77,51,0.0,0,0,15,1
INC-00348,2026-05-23T01:47:00.552972+00:00,northwind-campus,prod,appservice,Sev3,medium,7,0.051,38.92,7,0.0,0,1,6,0
INC-00349,2026-03-24T03:37:00.552980+00:00,northwind-campus,prod,appservice,Sev2,medium,13,0.0491,35.23,3,0.0,0,0,3,1
INC-00350,2026-04-10T10:08:00.552988+00:00,northwind-campus,stage,sql,Sev4,medium,16,0.0107,31.8,3,71.62,0,0,0,0
INC-00351,2026-04-03T03:21:00.552997+00:00,northwind-campus,prod,storage,Sev3,medium,3,0.0209,57.76,12,0.0,0,0,0,0
INC-00352,2026-05-28T07:32:00.553005+00:00,fabrikam-clinic,prod,appservice,Sev2,high,6,0.0392,94.42,9,0.0,0,0,9,1
INC-00353,2026-05-27T03:12:00.553013+00:00,contoso-retail,dev,vm,Sev2,high,16,0.0258,60.6,15,0.0,46,0,0,1
INC-00354,2026-05-01T10:59:00.553022+00:00,northwind-campus,prod,identity,Sev2,medium,14,0.0495,42.79,56,0.0,0,0,15,1
INC-00355,2026-04-06T10:04:00.553032+00:00,fabrikam-clinic,prod,sql,Sev1,high,8,0.0227,85.58,1,55.19,0,0,0,1
INC-00356,2026-03-08T04:16:00.553040+00:00,northwind-campus,prod,storage,Sev1,medium,17,0.0514,86.16,2,0.0,0,0,0,0
INC-00357,2026-03-16T13:54:00.553049+00:00,fabrikam-clinic,prod,identity,Sev4,high,19,0.0289,62.97,77,0.0,0,0,12,1
INC-00358,2026-05-17T14:19:00.553058+00:00,contoso-retail,prod,appservice,Sev3,high,13,0.0055,39.94,14,0.0,0,1,4,1
INC-00359,2026-05-13T13:39:00.553066+00:00,northwind-campus,prod,vm,Sev4,medium,10,0.0654,76.55,8,0.0,46,0,0,0
INC-00360,2026-05-18T09:03:00.553076+00:00,contoso-retail,prod,storage,Sev4,high,17,0.02,25.47,5,0.0,0,0,0,1
INC-00361,2026-05-29T09:48:00.553085+00:00,contoso-retail,stage,sql,Sev4,high,14,0.0715,64.84,5,34.15,0,0,0,0
INC-00362,2026-03-06T22:43:00.553093+00:00,contoso-retail,prod,storage,Sev2,high,23,0.0135,44.97,17,0.0,0,0,0,1
INC-00363,2026-03-22T10:50:00.553102+00:00,fabrikam-clinic,prod,vm,Sev2,high,3,0.0339,68.33,9,0.0,50,0,0,1
INC-00364,2026-05-08T05:12:00.553110+00:00,fabrikam-clinic,prod,appservice,Sev4,high,10,0.0104,55.85,12,0.0,0,0,15,0
INC-00365,2026-05-08T12:13:00.553118+00:00,northwind-campus,prod,vm,Sev3,medium,2,0.052,76.08,11,0.0,18,0,0,1
INC-00366,2026-03-04T13:59:00.553126+00:00,contoso-retail,prod,appservice,Sev1,high,21,0.0853,49.95,5,0.0,0,0,11,1
INC-00367,2026-06-02T00:25:00.553135+00:00,northwind-campus,prod,appservice,Sev2,medium,3,0.0776,27.24,12,0.0,0,0,9,1
INC-00368,2026-04-20T02:35:00.553143+00:00,northwind-campus,prod,vm,Sev2,medium,12,0.1859,46.09,7,0.0,17,0,0,0
INC-00369,2026-04-13T11:57:00.553151+00:00,fabrikam-clinic,prod,sql,Sev4,high,15,0.0753,64.74,18,40.29,0,0,0,0
INC-00370,2026-03-30T23:02:00.553159+00:00,contoso-retail,prod,vm,Sev3,high,2,0.0537,47.36,10,0.0,5,0,0,0
INC-00371,2026-03-25T09:49:00.553167+00:00,contoso-retail,prod,appservice,Sev2,high,2,0.0413,31.81,0,0.0,0,0,0,0
INC-00372,2026-04-12T10:48:00.553175+00:00,fabrikam-clinic,prod,appservice,Sev4,high,20,0.1088,30.14,8,0.0,0,0,7,0
INC-00373,2026-04-11T03:02:00.553184+00:00,fabrikam-clinic,prod,sql,Sev3,high,13,0.0494,40.43,14,22.39,0,0,0,0
INC-00374,2026-03-07T00:54:00.553192+00:00,fabrikam-clinic,dev,appservice,Sev3,high,6,0.0776,50.31,4,0.0,0,0,10,1
INC-00375,2026-05-15T13:14:00.553200+00:00,contoso-retail,prod,sql,Sev4,high,5,0.0079,80.5,13,69.63,0,0,0,0
INC-00376,2026-05-11T21:44:00.553208+00:00,fabrikam-clinic,prod,identity,Sev2,high,7,0.0158,38.19,70,0.0,0,0,3,1
INC-00377,2026-03-25T11:25:00.553216+00:00,fabrikam-clinic,stage,storage,Sev2,high,24,0.1599,67.6,2,0.0,0,0,0,1
INC-00378,2026-04-09T05:02:00.553225+00:00,fabrikam-clinic,dev,vm,Sev4,high,17,0.0747,62.67,10,0.0,20,0,0,1
INC-00379,2026-04-06T11:40:00.553233+00:00,fabrikam-clinic,prod,appservice,Sev3,high,1,0.0483,60.84,0,0.0,0,0,15,0
INC-00380,2026-04-02T00:00:00.553241+00:00,northwind-campus,prod,vm,Sev2,medium,23,0.0661,61.37,9,0.0,1,0,0,0
